-0.401205077716576,-0.241990895394514
-0.40120734782536,-0.241988305351922
-0.401209278745438,-0.241980975397729
-0.401210338410895,-0.241973666077261
-0.401202722447807,-0.241979623458753
-0.401203745341691,-0.241980939830923
-0.401199493245015,-0.241985868855906
-0.401204831465295,-0.241987749053291
-0.401204488455912,-0.241984012405952
-0.401206073571495,-0.241984050329697
-0.401204181623353,-0.241981649737053
-0.401211238563163,-0.241981955175517
-0.401209229774202,-0.241980913247315
-0.401207480378567,-0.241985551078931
-0.401210595472578,-0.241981343601617
-0.401203133760111,-0.241982015533085
-0.40120893919638,-0.241983012962094
-0.401210228956869,-0.241984334550975
-0.401209155772991,-0.241987557147804
-0.401214340290569,-0.241983103093971
-0.401210558376154,-0.241982336327083
-0.401214319946912,-0.241987347935494
-0.401212017750486,-0.24198479598293
-0.401209302797939,-0.241987527299805
-0.401209718752173,-0.241987001966885
-0.401209375666009,-0.241983755172441
-0.401212495205212,-0.241979798211851
-0.401212043079661,-0.241981447016806
-0.401213425525682,-0.241988088770303
-0.401214337144393,-0.241990236607788
-0.401213185848502,-0.241991591480906
-0.401209650744188,-0.241984730499249
-0.401214367411889,-0.241985082147671
-0.40121416363367,-0.24198471635433
-0.401209975476276,-0.241985255809762
-0.401207677096544,-0.241984207292536
-0.401204864496417,-0.24198327707684
-0.401208011809093,-0.241984909161635
-0.401207993135115,-0.241985780439089
-0.40120633293304,-0.24198488823429
-0.401208582704084,-0.241976412255608
-0.401207171572052,-0.241977968802554
-0.40120736197262,-0.241979471605986
-0.401208613989083,-0.241982596765574
-0.401209985541755,-0.241982455568516
-0.401209944502787,-0.24198410013716
-0.401216286706174,-0.241983696011317
-0.401220324579701,-0.241982162204776
-0.401218531286093,-0.241983089798895
-0.40120883281545,-0.241983434218075
-0.401210836207869,-0.241982967031765
-0.401214981734286,-0.241983233284491
-0.401211986419864,-0.241981461598793
-0.40121295467875,-0.24197740998529
-0.401208736188159,-0.241978260164712
-0.401205358989346,-0.241979764524828
-0.401210793517212,-0.241982698733558
-0.40120561608505,-0.241983690309871
-0.401216181698619,-0.241976281532802
-0.401211740039625,-0.24197840548564
-0.40120872374088,-0.241985409522845
-0.401210484169776,-0.241980675665271
-0.401211387514194,-0.241984169157561
-0.401206618854973,-0.241982133091335
-0.401210597702833,-0.241981276536385
-0.401211317965463,-0.241978504617239
-0.401212541660194,-0.241979951858088
-0.401208414326697,-0.241979359329667
-0.401203968883925,-0.241979297544348
-0.401205704504418,-0.241979752023037
-0.401201976248117,-0.241989835335332
-0.401205197350581,-0.24198534091746
-0.401204588416333,-0.241981364108835
-0.401203629384988,-0.241981183290496
-0.401205049287736,-0.241979948020373
-0.401208408217951,-0.241981689664773
-0.401212017987527,-0.241981238966334
-0.40121144617073,-0.241984193993527
-0.401208876139267,-0.241985716818214
-0.401207081007277,-0.2419824933032
-0.401207533955438,-0.241981493023926
-0.401212102464786,-0.241984631473114
-0.401210680794953,-0.241991787210559
-0.401210177735532,-0.241988777666552
-0.401209074581844,-0.241980351907073
-0.401204364017875,-0.241973728258393
-0.401202272675229,-0.241983187455069
-0.401202826878459,-0.241984623962282
-0.401202626660528,-0.241983167201078
-0.401201775489879,-0.241980680066737
-0.401206879861142,-0.241986646815646
-0.401210774447143,-0.24198630737208
-0.401208286390308,-0.241991311925734
-0.401212871771032,-0.241984732969567
-0.40121244318431,-0.241982327650583
-0.401215795104886,-0.241985270161147
-0.401211065300349,-0.241983065204947
-0.401212052788012,-0.241985364395152
-0.401210595225795,-0.24197952113914
-0.401212977007781,-0.241983782716952
-0.401214965784162,-0.241982820163219
-0.401210824331052,-0.241983972730395
-0.401206206492042,-0.241987056521442
-0.401205456255282,-0.241982869361352
-0.401205299812753,-0.241990416846368
-0.401211439402062,-0.241984593973217
-0.401210745672809,-0.241982715117473
-0.401210271230223,-0.241983536052875
-0.401218435849004,-0.241986000888149
-0.401213823079622,-0.241983519624916
-0.401215982334012,-0.241988137439938
-0.401216326853105,-0.241989902494932
-0.401217218045366,-0.241986514122707
-0.401208245347855,-0.241987197725542
-0.401212429680325,-0.241986251117218
-0.401209139262327,-0.241986216582853
-0.401206534188032,-0.241978872811848
-0.401208684123824,-0.241981014051551
-0.401206903283992,-0.241987582599691
-0.401210249925002,-0.241985562856839
-0.401203389768645,-0.241989401943263
-0.401209402618294,-0.241984764959962
-0.401211528516107,-0.241983799258461
-0.401213339188727,-0.241984770305995
-0.401209060082056,-0.241979985421217
-0.401209767177761,-0.24197666241089
-0.401213575660516,-0.241979304073758
-0.401210397445311,-0.241981306065837
-0.401211376751133,-0.241981606898246
-0.401214648250752,-0.241982741585358
-0.401210136099993,-0.24198676711821
-0.401210740705895,-0.241984763108748
-0.401209656003849,-0.24198225453225
-0.401211212102709,-0.241973835679879
-0.401206444488639,-0.241978940977333
-0.401205521503018,-0.241981728923843
-0.401209583557809,-0.241981125404418
-0.401212322558602,-0.241979060237087
-0.401207012397385,-0.241980822930359
-0.401206369739786,-0.241982402052114
-0.401216818899577,-0.241979064405828
-0.401205893742762,-0.241981329325771
